imagen,porcentaje_nubosidad,octa,clasificacion
2025-09031702.jpg,91.69,8,claro
2025-09031712.jpg,92.34,8,claro
2025-09031722.jpg,88.57,8,claro
2025-09031732.jpg,86.54,7,claro
2025-09031742.jpg,86.84,7,claro
2025-09031752.jpg,91.03,8,claro
2025-09031802.jpg,95.68,8,claro
2025-09031812.jpg,90.13,8,claro
2025-09031822.jpg,92.27,8,claro
2025-09031832.jpg,92.9,8,claro
2025-09031842.jpg,93.04,8,claro
2025-09031852.jpg,96.75,8,claro
2025-09031902.jpg,97.08,8,claro
2025-09040822.jpg,47.72,4,claro
2025-09040832.jpg,37.02,3,claro
2025-09040842.jpg,16.15,2,claro
2025-09040852.jpg,11.96,1,claro
2025-09040902.jpg,7.23,1,claro
2025-09040912.jpg,4.22,1,claro
2025-09040922.jpg,2.77,1,claro
2025-09040932.jpg,1.62,1,claro
2025-09040942.jpg,1.25,1,claro
2025-09040952.jpg,1.05,1,claro
2025-09041002.jpg,0.66,1,claro
2025-09041012.jpg,0.46,1,claro
2025-09041022.jpg,0.28,1,claro
2025-09041032.jpg,0.23,1,claro
2025-09041042.jpg,0.17,1,claro
2025-09041052.jpg,0.17,1,claro
2025-09041102.jpg,0.17,1,claro
2025-09041112.jpg,0.15,1,claro
2025-09041122.jpg,0.15,1,claro
2025-09041132.jpg,0.71,1,claro
2025-09041142.jpg,0.85,1,claro
2025-09041152.jpg,0.95,1,claro
2025-09041202.jpg,0.69,1,claro
2025-09041212.jpg,5.06,1,claro
2025-09041222.jpg,2.14,1,claro
2025-09041232.jpg,15.12,2,claro
2025-09041242.jpg,21.45,2,claro
2025-09041252.jpg,19.48,2,claro
2025-09041302.jpg,22.05,2,claro
2025-09041312.jpg,18.32,2,claro
2025-09041322.jpg,10.08,1,claro
2025-09041332.jpg,11.04,1,claro
2025-09041342.jpg,6.83,1,claro
2025-09041352.jpg,9.8,1,claro
2025-09041402.jpg,2.71,1,claro
2025-09041412.jpg,4.1,1,claro
2025-09041422.jpg,6.13,1,claro
2025-09041432.jpg,7.56,1,claro
2025-09041442.jpg,10.09,1,claro
2025-09041452.jpg,21.44,2,claro
2025-09041502.jpg,46.95,4,claro
2025-09041512.jpg,80.7,7,claro
2025-09041522.jpg,98.52,8,claro
2025-09041532.jpg,97.86,8,claro
2025-09041542.jpg,98.42,8,claro
2025-09041552.jpg,98.54,8,claro
2025-09041602.jpg,96.71,8,claro
2025-09041612.jpg,94.13,8,claro
2025-09041622.jpg,92.23,8,claro
2025-09041632.jpg,91.28,8,claro
2025-09041642.jpg,98.22,8,claro
2025-09041652.jpg,98.06,8,claro
2025-09041702.jpg,98.06,8,claro
2025-09041712.jpg,98.99,8,claro
2025-09041722.jpg,98.01,8,claro
2025-09041732.jpg,96.37,8,claro
2025-09041742.jpg,97.83,8,claro
2025-09041752.jpg,96.5,8,claro
2025-09041802.jpg,96.87,8,claro
2025-09041812.jpg,97.65,8,claro
2025-09041822.jpg,93.93,8,claro
2025-09041832.jpg,92.14,8,claro
2025-09041842.jpg,97.45,8,claro
2025-09041852.jpg,90.83,8,claro
2025-09041902.jpg,86.68,7,claro
2025-09050822.jpg,13.24,2,claro
2025-09050832.jpg,10.8,1,claro
2025-09050842.jpg,8.95,1,claro
2025-09050852.jpg,8.45,1,claro
2025-09050902.jpg,7.06,1,claro
2025-09050912.jpg,4.02,1,claro
2025-09050922.jpg,1.77,1,claro
2025-09050932.jpg,1.21,1,claro
2025-09050942.jpg,0.81,1,claro
2025-09050952.jpg,0.49,1,claro
2025-09051002.jpg,0.31,1,claro
2025-09051012.jpg,0.19,1,claro
2025-09051022.jpg,0.18,1,claro
2025-09051032.jpg,0.16,1,claro
2025-09051042.jpg,0.13,1,claro
2025-09051052.jpg,0.13,1,claro
2025-09051102.jpg,0.11,1,claro
2025-09051112.jpg,0.09,1,claro
2025-09051122.jpg,0.08,1,claro
2025-09051132.jpg,0.09,1,claro
2025-09051142.jpg,0.08,1,claro
2025-09051152.jpg,0.08,1,claro
2025-09051202.jpg,0.08,1,claro
2025-09051212.jpg,0.08,1,claro
2025-09051222.jpg,0.05,1,claro
2025-09051232.jpg,0.04,1,claro
2025-09051242.jpg,0.03,1,claro
2025-09051252.jpg,0.03,1,claro
2025-09051302.jpg,0.03,1,claro
2025-09051312.jpg,0.05,1,claro
2025-09051322.jpg,0.04,1,claro
2025-09051332.jpg,0.04,1,claro
2025-09051342.jpg,0.03,1,claro
2025-09051352.jpg,0.06,1,claro
2025-09051402.jpg,0.04,1,claro
2025-09051412.jpg,0.05,1,claro
2025-09051422.jpg,0.07,1,claro
2025-09051432.jpg,0.07,1,claro
2025-09051442.jpg,0.05,1,claro
2025-09051452.jpg,0.05,1,claro
2025-09051502.jpg,0.04,1,claro
2025-09051512.jpg,0.04,1,claro
2025-09051522.jpg,0.05,1,claro
2025-09051532.jpg,0.08,1,claro
2025-09051542.jpg,0.08,1,claro
2025-09051552.jpg,0.09,1,claro
2025-09051602.jpg,0.11,1,claro
2025-09051612.jpg,0.1,1,claro
2025-09051622.jpg,0.12,1,claro
2025-09051632.jpg,0.12,1,claro
2025-09051642.jpg,0.13,1,claro
2025-09060822.jpg,30.29,3,claro
2025-09060832.jpg,32.32,3,claro
2025-09060842.jpg,16.14,2,claro
2025-09060852.jpg,12.99,2,claro
2025-09060902.jpg,15.37,2,claro
2025-09060912.jpg,15.93,2,claro
2025-09060922.jpg,18.89,2,claro
2025-09060932.jpg,33.76,3,claro
2025-09060942.jpg,51.85,5,claro
2025-09060952.jpg,68.14,6,claro
2025-09061002.jpg,60.73,5,claro
2025-09061012.jpg,82.05,7,claro
2025-09061022.jpg,85.88,7,claro
2025-09061032.jpg,77.76,7,claro
2025-09061042.jpg,73.62,6,claro
2025-09061052.jpg,84.28,7,claro
2025-09061102.jpg,64.24,6,claro
2025-09061112.jpg,44.2,4,claro
2025-09061122.jpg,15.55,2,claro
2025-09061132.jpg,49.99,4,claro
2025-09061142.jpg,71.89,6,claro
2025-09061152.jpg,83.77,7,claro
2025-09061202.jpg,91.28,8,claro
2025-09061212.jpg,91.38,8,claro
2025-09061222.jpg,91.42,8,claro
2025-09061232.jpg,90.21,8,claro
2025-09061242.jpg,86.65,7,claro
2025-09061252.jpg,85.61,7,claro
2025-09061302.jpg,93.6,8,claro
2025-09061312.jpg,88.93,8,claro
2025-09061322.jpg,88.8,8,claro
2025-09061332.jpg,89.86,8,claro
2025-09061342.jpg,90.96,8,claro
2025-09061352.jpg,90.52,8,claro
2025-09061402.jpg,91.41,8,claro
2025-09061412.jpg,86.33,7,claro
2025-09061422.jpg,88.49,8,claro
2025-09061432.jpg,86.81,7,claro
2025-09061442.jpg,91.24,8,claro
2025-09061452.jpg,96.39,8,claro
2025-09061502.jpg,95.97,8,claro
2025-09061512.jpg,96.22,8,claro
2025-09061522.jpg,96.22,8,claro
2025-09061532.jpg,96.22,8,claro
2025-09061602.jpg,97.2,8,claro
2025-09061612.jpg,96.54,8,claro
2025-09061622.jpg,97.69,8,claro
2025-09061632.jpg,97.83,8,claro
2025-09061642.jpg,97.21,8,claro
2025-09061652.jpg,96.09,8,claro
2025-09061702.jpg,96.32,8,claro
2025-09061712.jpg,95.96,8,claro
2025-09061722.jpg,96.24,8,claro
2025-09061732.jpg,93.93,8,claro
2025-09061742.jpg,92.11,8,claro
2025-09061752.jpg,93.62,8,claro
2025-09061802.jpg,93.99,8,claro
2025-09061812.jpg,98.25,8,claro
2025-09061822.jpg,96.83,8,claro
2025-09061832.jpg,96.22,8,claro
2025-09061842.jpg,98.57,8,claro
2025-09061852.jpg,98.81,8,claro
2025-09061902.jpg,97.72,8,claro
2025-09061912.jpg,31.37,3,claro
2025-09070812.jpg,90.62,8,claro
2025-09070822.jpg,93.09,8,claro
2025-09070832.jpg,95.49,8,claro
2025-09070842.jpg,96.2,8,claro
2025-09070852.jpg,97.15,8,claro
2025-09070902.jpg,98.57,8,claro
2025-09070912.jpg,98.38,8,claro
2025-09070922.jpg,98.7,8,claro
2025-09070932.jpg,99.62,8,claro
2025-09070942.jpg,99.0,8,claro
2025-09070952.jpg,99.46,8,claro
2025-09071002.jpg,95.91,8,claro
2025-09071012.jpg,95.83,8,claro
2025-09071022.jpg,91.51,8,claro
2025-09071032.jpg,99.14,8,claro
2025-09071042.jpg,93.59,8,claro
2025-09071052.jpg,82.05,7,claro
2025-09071102.jpg,75.68,7,claro
2025-09071112.jpg,62.85,5,claro
2025-09071122.jpg,59.51,5,claro
2025-09071132.jpg,68.62,6,claro
2025-09071142.jpg,97.05,8,claro
2025-09071152.jpg,90.76,8,claro
2025-09071202.jpg,92.12,8,claro
2025-09071212.jpg,83.1,7,claro
2025-09071222.jpg,90.44,8,claro
2025-09071232.jpg,79.52,7,claro
2025-09071242.jpg,91.88,8,claro
2025-09071252.jpg,99.59,8,claro
2025-09071302.jpg,99.14,8,claro
2025-09071312.jpg,99.75,8,claro
2025-09071322.jpg,93.56,8,claro
2025-09071332.jpg,94.94,8,claro
2025-09071342.jpg,79.6,7,claro
2025-09071352.jpg,71.58,6,claro
2025-09071402.jpg,61.45,5,claro
2025-09071412.jpg,66.44,6,claro
2025-09071422.jpg,55.1,5,claro
2025-09071432.jpg,47.91,4,claro
2025-09071442.jpg,52.31,5,claro
2025-09071452.jpg,58.08,5,claro
2025-09071502.jpg,52.0,5,claro
2025-09071512.jpg,57.78,5,claro
2025-09071522.jpg,54.87,5,claro
2025-09071532.jpg,50.69,5,claro
2025-09071542.jpg,56.78,5,claro
2025-09071552.jpg,55.03,5,claro
2025-09071602.jpg,61.22,5,claro
2025-09071612.jpg,71.79,6,claro
2025-09071622.jpg,81.81,7,claro
2025-09071632.jpg,80.72,7,claro
2025-09071642.jpg,77.17,7,claro
2025-09071652.jpg,68.44,6,claro
2025-09071702.jpg,84.87,7,claro
2025-09071712.jpg,82.37,7,claro
2025-09071722.jpg,82.97,7,claro
2025-09071732.jpg,89.33,8,claro
2025-09071742.jpg,93.86,8,claro
2025-09071752.jpg,90.45,8,claro
2025-09071802.jpg,84.9,7,claro
2025-09071812.jpg,54.84,5,claro
2025-09071822.jpg,43.25,4,claro
2025-09071832.jpg,39.34,4,claro
2025-09071842.jpg,30.71,3,claro
2025-09071852.jpg,27.43,3,claro
2025-09071902.jpg,15.08,2,claro
2025-09071912.jpg,34.91,3,claro
2025-09080812.jpg,95.63,8,claro
2025-09080822.jpg,98.79,8,claro
2025-09080832.jpg,99.83,8,claro
2025-09080842.jpg,90.23,8,claro
2025-09080852.jpg,70.85,6,claro
2025-09080902.jpg,73.09,6,claro
2025-09080912.jpg,93.22,8,claro
2025-09080922.jpg,81.38,7,claro
2025-09080932.jpg,56.0,5,claro
2025-09080942.jpg,96.52,8,claro
2025-09080952.jpg,93.38,8,claro
2025-09081002.jpg,94.2,8,claro
2025-09081012.jpg,95.25,8,claro
2025-09081022.jpg,97.51,8,claro
2025-09081032.jpg,95.13,8,claro
2025-09081042.jpg,91.89,8,claro
2025-09081052.jpg,97.47,8,claro
2025-09081102.jpg,97.64,8,claro
2025-09081112.jpg,96.13,8,claro
2025-09081122.jpg,97.66,8,claro
2025-09081132.jpg,96.52,8,claro
2025-09081142.jpg,99.67,8,claro
2025-09081152.jpg,96.38,8,claro
2025-09081202.jpg,97.77,8,claro
2025-09081212.jpg,99.32,8,claro
2025-09081222.jpg,96.27,8,claro
2025-09081232.jpg,95.8,8,claro
2025-09081242.jpg,96.2,8,claro
2025-09081252.jpg,98.32,8,claro
2025-09081302.jpg,99.29,8,claro
2025-09081312.jpg,98.59,8,claro
2025-09081322.jpg,98.75,8,claro
2025-09081332.jpg,98.92,8,claro
2025-09081342.jpg,96.36,8,claro
2025-09081352.jpg,99.28,8,claro
2025-09081402.jpg,99.04,8,claro
2025-09081412.jpg,97.87,8,claro
2025-09081422.jpg,99.64,8,claro
2025-09081432.jpg,51.44,5,claro
2025-09081442.jpg,34.21,3,claro
2025-09081452.jpg,24.64,2,claro
2025-09081502.jpg,70.07,6,claro
2025-09081512.jpg,57.43,5,claro
2025-09081522.jpg,98.69,8,claro
2025-09081532.jpg,98.45,8,claro
2025-09081542.jpg,95.2,8,claro
2025-09081552.jpg,94.87,8,claro
2025-09081602.jpg,97.03,8,claro
2025-09081612.jpg,97.47,8,claro
2025-09081622.jpg,98.45,8,claro
2025-09081632.jpg,98.53,8,claro
2025-09081642.jpg,97.8,8,claro
2025-09081652.jpg,98.89,8,claro
2025-09081702.jpg,98.18,8,claro
2025-09081712.jpg,98.14,8,claro
2025-09081722.jpg,99.24,8,claro
2025-09081732.jpg,99.83,8,claro
2025-09081742.jpg,98.03,8,claro
2025-09081752.jpg,99.74,8,claro
2025-09081802.jpg,89.92,8,claro
2025-09081812.jpg,95.95,8,claro
2025-09081822.jpg,100.0,8,claro
2025-09081832.jpg,97.37,8,claro
2025-09081842.jpg,90.31,8,claro
2025-09081852.jpg,95.29,8,claro
2025-09081902.jpg,76.01,7,claro
2025-09081912.jpg,69.78,6,claro
2025-09131852.jpg,91.51,8,claro
2025-09131902.jpg,86.62,7,claro
2025-09131912.jpg,86.62,7,claro
2025-09131922.jpg,88.02,8,claro
2025-09140752.jpg,51.94,5,claro
2025-09140802.jpg,81.43,7,claro
2025-09140812.jpg,84.45,7,claro
2025-09140822.jpg,78.27,7,claro
2025-09140832.jpg,82.37,7,claro
2025-09140842.jpg,80.69,7,claro
2025-09140852.jpg,74.07,6,claro
2025-09140902.jpg,80.24,7,claro
2025-09140912.jpg,78.61,7,claro
2025-09140922.jpg,76.27,7,claro
2025-09140932.jpg,95.17,8,claro
2025-09140942.jpg,98.99,8,claro
2025-09140952.jpg,97.42,8,claro
2025-09141002.jpg,96.32,8,claro
2025-09141012.jpg,96.11,8,claro
2025-09141022.jpg,97.25,8,claro
2025-09141032.jpg,77.54,7,claro
2025-09141042.jpg,72.19,6,claro
2025-09141052.jpg,62.91,5,claro
2025-09141102.jpg,50.0,5,claro
2025-09141112.jpg,41.41,4,claro
2025-09141122.jpg,35.52,3,claro
2025-09141132.jpg,31.24,3,claro
2025-09141142.jpg,43.1,4,claro
2025-09141152.jpg,52.73,5,claro
2025-09141202.jpg,39.29,4,claro
2025-09141212.jpg,37.7,3,claro
2025-09141222.jpg,66.72,6,claro
2025-09141232.jpg,88.04,8,claro
2025-09141242.jpg,97.12,8,claro
2025-09141252.jpg,99.32,8,claro
2025-09141302.jpg,99.39,8,claro
2025-09141312.jpg,99.24,8,claro
2025-09141322.jpg,80.42,7,claro
2025-09141332.jpg,72.97,6,claro
2025-09141342.jpg,97.14,8,claro
2025-09141352.jpg,99.91,8,claro
2025-09141402.jpg,99.81,8,claro
2025-09141412.jpg,99.65,8,claro
2025-09141422.jpg,94.99,8,claro
2025-09141432.jpg,90.24,8,claro
2025-09141442.jpg,96.13,8,claro
2025-09141452.jpg,93.85,8,claro
2025-09141502.jpg,96.96,8,claro
2025-09141512.jpg,89.74,8,claro
2025-09141522.jpg,95.36,8,claro
2025-09141532.jpg,95.94,8,claro
2025-09141542.jpg,92.59,8,claro
2025-09141552.jpg,91.67,8,claro
2025-09141602.jpg,94.48,8,claro
2025-09141612.jpg,93.91,8,claro
2025-09141622.jpg,90.55,8,claro
2025-09141632.jpg,97.44,8,claro
2025-09141642.jpg,96.7,8,claro
2025-09141652.jpg,94.57,8,claro
2025-09141702.jpg,94.71,8,claro
2025-09141712.jpg,95.7,8,claro
2025-09141722.jpg,94.51,8,claro
2025-09141732.jpg,95.54,8,claro
2025-09141742.jpg,93.81,8,claro
2025-09141752.jpg,96.59,8,claro
2025-09141802.jpg,98.07,8,claro
2025-09141812.jpg,94.38,8,claro
2025-09141822.jpg,94.91,8,claro
2025-09141832.jpg,95.12,8,claro
2025-09141842.jpg,95.6,8,claro
2025-09141852.jpg,93.3,8,claro
2025-09141902.jpg,87.43,7,claro
2025-09141912.jpg,79.62,7,claro
2025-09141922.jpg,63.48,6,claro
2025-09150752.jpg,79.86,7,claro
2025-09150802.jpg,95.5,8,claro
2025-09150812.jpg,99.49,8,claro
2025-09150822.jpg,97.68,8,claro
2025-09150832.jpg,95.9,8,claro
2025-09150842.jpg,97.63,8,claro
2025-09150852.jpg,97.44,8,claro
2025-09150922.jpg,95.06,8,claro
2025-09150932.jpg,95.06,8,claro
2025-09150942.jpg,95.06,8,claro
2025-09150952.jpg,97.97,8,claro
2025-09151002.jpg,99.45,8,claro
2025-09151012.jpg,98.35,8,claro
2025-09151022.jpg,97.63,8,claro
2025-09151032.jpg,96.92,8,claro
2025-09151042.jpg,96.24,8,claro
2025-09151052.jpg,74.14,6,claro
2025-09151102.jpg,76.58,7,claro
2025-09151112.jpg,85.52,7,claro
2025-09151122.jpg,46.86,4,claro
2025-09151132.jpg,43.01,4,claro
2025-09151142.jpg,63.13,6,claro
2025-09151152.jpg,38.32,4,claro
2025-09151202.jpg,32.26,3,claro
2025-09151212.jpg,44.24,4,claro
2025-09151222.jpg,51.44,5,claro
2025-09151232.jpg,31.28,3,claro
2025-09151242.jpg,9.67,1,claro
2025-09151252.jpg,6.84,1,claro
2025-09151302.jpg,1.94,1,claro
2025-09151312.jpg,1.94,1,claro
2025-09151322.jpg,5.7,1,claro
2025-09151332.jpg,16.36,2,claro
2025-09151342.jpg,8.41,1,claro
2025-09151352.jpg,2.1,1,claro
2025-09151402.jpg,2.13,1,claro
2025-09151412.jpg,0.26,1,claro
2025-09151422.jpg,5.25,1,claro
2025-09151432.jpg,0.3,1,claro
2025-09151442.jpg,0.1,1,claro
2025-09151452.jpg,0.08,1,claro
2025-09151502.jpg,0.12,1,claro
2025-09151512.jpg,0.12,1,claro
2025-09151522.jpg,0.13,1,claro
2025-09151532.jpg,0.09,1,claro
2025-09151542.jpg,0.13,1,claro
2025-09151552.jpg,0.17,1,claro
2025-09151602.jpg,0.18,1,claro
2025-09151612.jpg,0.18,1,claro
2025-09151622.jpg,0.19,1,claro
2025-09151632.jpg,0.32,1,claro
2025-09151642.jpg,0.42,1,claro
2025-09151652.jpg,0.45,1,claro
2025-09151702.jpg,0.57,1,claro
2025-09151712.jpg,0.59,1,claro
2025-09151722.jpg,0.76,1,claro
2025-09151732.jpg,1.0,1,claro
2025-09151742.jpg,1.69,1,claro
2025-09151752.jpg,2.2,1,claro
2025-09151802.jpg,1.57,1,claro
2025-09151812.jpg,2.09,1,claro
2025-09151822.jpg,3.55,1,claro
2025-09151832.jpg,5.58,1,claro
2025-09151842.jpg,7.38,1,claro
2025-09151852.jpg,11.49,1,claro
2025-09151902.jpg,17.17,2,claro
2025-09151912.jpg,32.77,3,claro
2025-09151922.jpg,61.47,5,claro
2025-09160752.jpg,70.49,6,claro
2025-09160802.jpg,58.69,5,claro
2025-09160812.jpg,37.63,3,claro
2025-09160822.jpg,29.12,3,claro
2025-09160832.jpg,40.05,4,claro
2025-09160842.jpg,23.3,2,claro
2025-09160852.jpg,13.6,2,claro
2025-09160902.jpg,21.81,2,claro
2025-09160912.jpg,17.55,2,claro
2025-09160922.jpg,13.43,2,claro
2025-09160932.jpg,8.59,1,claro
2025-09160942.jpg,10.66,1,claro
2025-09160952.jpg,8.12,1,claro
2025-09161002.jpg,9.45,1,claro
2025-09161012.jpg,5.41,1,claro
2025-09161022.jpg,3.83,1,claro
2025-09161032.jpg,4.0,1,claro
2025-09161042.jpg,7.45,1,claro
2025-09161052.jpg,33.04,3,claro
2025-09161102.jpg,53.15,5,claro
2025-09161112.jpg,54.39,5,claro
2025-09161122.jpg,57.5,5,claro
2025-09161132.jpg,2.94,1,claro
2025-09161142.jpg,0.66,1,claro
2025-09161152.jpg,1.05,1,claro
2025-09161202.jpg,1.85,1,claro
2025-09161212.jpg,3.5,1,claro
2025-09161222.jpg,9.68,1,claro
2025-09161232.jpg,13.62,2,claro
2025-09161242.jpg,11.18,1,claro
2025-09161252.jpg,6.28,1,claro
2025-09161302.jpg,2.25,1,claro
2025-09161312.jpg,1.07,1,claro
2025-09161322.jpg,0.25,1,claro
2025-09161332.jpg,0.26,1,claro
2025-09161342.jpg,4.86,1,claro
2025-09161352.jpg,0.28,1,claro
2025-09161402.jpg,0.43,1,claro
2025-09161412.jpg,4.72,1,claro
2025-09161422.jpg,13.12,2,claro
2025-09161432.jpg,0.36,1,claro
2025-09161442.jpg,0.21,1,claro
2025-09161452.jpg,0.32,1,claro
2025-09161502.jpg,0.46,1,claro
